Freeport-McMoRan,FCX,New York Stock,Mid Blend,Metals & Minerals,Copper,,,,,,
Inc,,"Exchange, Inc.",,,,,,,,,
Fuwei Films,FFHL,Nasdaq,Small Value,Industrial Materials,Diversified,,,,,,
(Holdings) Co Ltd,,,,& Processes,materials and,,,,,,
,,,,,processing,,,,,,
Gerdau SA,GGBR4,"B3 S.A. - Brasil, Bolsa,",Large Value,Metals & Minerals,Steel,,,,,,
,,Balcão,,,,,,,,,
Gibraltar Industries,ROCK,Nasdaq,Small Growth,Building Materials,Building materials,,,,,,
Inc,,,,,,,,,,,
Hindalco Industries,500440,BSE LTD,Large Value,Metals & Minerals,Metals and,,,,,,
Ltd,,,,,minerals:,,,,,,
,,,,,Diversified,,,,,,
Innospec Inc,IOSP,Nasdaq,Small Growth,Chemical &,Chemicals:,,,,,,
,,,,Synthetics,Specialty,,,,,,
Johnson Matthey PLC,JMAT,London Stock Exchange,Mid Value,Chemical &,Chemicals:,,,,,,
,,,,Synthetics,Diversified,,,,,,
Kaiser Aluminum,KALU,Nasdaq,Small Blend,Metals & Minerals,Aluminum,,,,,,
Corp,,,,,,,,,,,
Kirkland Lake Gold,KL,Toronto Stock Exchange,Large Blend,Metals & Minerals,Gold,,,,,,
Ltd,,,,,,,,,,,
Klabin SA,KLBN11,"B3 S.A. - Brasil, Bolsa,",Not Available,Industrial Materials,Paper,,,,,,
,,Balcão,,& Processes,,,,,,,
Mondi PLC,MNDI,London Stock Exchange,Mid Value,Industrial Materials,Paper,,,,,,
,,,,& Processes,,,,,,,
Neenah Inc,NP,New York Stock,Small Blend,Industrial Materials,Diversified,,,,,,
,,"Exchange, Inc.",,& Processes,materials and,,,,,,
,,,,,processing,,,,,,
Northern,NTIC,Nasdaq,Small Growth,Chemical &,Chemicals:,,,,,,
Technologies,,,,Synthetics,Specialty,,,,,,
International Corp,,,,,,,,,,,
POSCO,PKX,New York Stock,Large Value,Metals & Minerals,Steel,,,,,,
,,"Exchange, Inc.",,,,,,,,,
Quaker Chemical Corp,KWR,New York Stock,Small Growth,Chemical &,Chemicals:,,,,,,
,,"Exchange, Inc.",,Synthetics,Specialty,,,,,,
RBC Bearings Inc,ROLL,Nasdaq,Small Growth,Metals & Minerals,Metal fabricating,,,,,,
Rio Tinto PLC,RIO,London Stock Exchange,Large Value,Metals & Minerals,Metals and,,,,,,
,,,,,minerals:,,,,,,
,,,,,Diversified,,,,,,
Rio Tinto PLC,RIO,New York Stock,Large Value,Metals & Minerals,Metals and,,,,,,
,,"Exchange, Inc.",,,minerals:,,,,,,
,,,,,Diversified,,,,,,
Royal Gold Inc,RGLD,Nasdaq,Mid Blend,Metals & Minerals,Gold,,,,,,
SSR Mining Inc,SSRM,Nasdaq,Mid Blend,Metals & Minerals,Precious metals,,,,,,
,,,,,and minerals,,,,,,
,,,,,19,,,,,,
2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
Suzano SA,SUZB3,"B3 S.A. - Brasil, Bolsa,",Large Blend,Industrial Materials,Paper,,,,,,
,,Balcão,,& Processes,,,,,,,
Tata Steel Ltd,500470,BSE LTD,Large Blend,Metals & Minerals,Steel,,,,,,
UltraTech Cement Ltd,532538,BSE LTD,Large Blend,Building Materials,Cement,,,,,,
United States Steel,X,New York Stock,Small Value,Metals & Minerals,Steel,,,,,,
Corp,,"Exchange, Inc.",,,,,,,,,
Vale SA,VALE3,"B3 S.A. - Brasil, Bolsa,",Large Blend,Metals & Minerals,Metals and,,,,,,
,,Balcão,,,minerals:,,,,,,
,,,,,Diversified,,,,,,
Vedanta Ltd,500295,BSE LTD,Large Value,Metals & Minerals,Metals and,,,,,,
,,,,,minerals:,,,,,,
,,,,,Diversified,,,,,,
PRODUCER DURABLES,,,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
Air Canada,AC,Toronto Stock Exchange,Not Available,Transportation &,Air transport,,,,,,
,,,,Freight,,,,,,,
American Airlines,AAL,Nasdaq,Mid Value,Transportation &,Air transport,,,,,,
Group Inc,,,,Freight,,,,,,,
ArcBest Corp,ARCB,Nasdaq,Small Blend,Transportation &,Truckers,,,,,,
,,,,Freight,,,,,,,
ASGN Inc,ASGN,New York Stock,Small Blend,Commercial,"Back office support,",,,,,,
,,"Exchange, Inc.",,Services,HR & consulting,,,,,,
Bharat Heavy,500103,BSE LTD,Mid Blend,Manufacturing &,Power transmission,,,,,,
Electricals Ltd,,,,Production,equipment,,,,,,
Boeing Co,BA,New York Stock,Large Value,Transportation &,Aerospace,,,,,,
,,"Exchange, Inc.",,Freight,,,,,,,
Bombardier Inc,BBD.B,Toronto Stock Exchange,Small Value,Transportation &,Aerospace,,,,,,
,,,,Freight,,,,,,,
Bunzl PLC,BNZL,London Stock Exchange,Mid Growth,Manufacturing &,Diversified,,,,,,
,,,,Production,manufacturing,,,,,,
,,,,,operations,,,,,,
Cargojet Inc,CJT,Toronto Stock Exchange,Small Growth,Transportation &,Air transport,,,,,,
,,,,Freight,,,,,,,
CCR SA,CCRO3,"B3 S.A. - Brasil, Bolsa,",Large Blend,Transportation &,Transportation,,,,,,
,,Balcão,,Freight,miscellaneous,,,,,,
20,,,,,,,,,,,
,,2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
China Eastern Airlines,CEA,New York Stock,Large Value,Transportation &,Air transport,,,,,,
Corp Ltd,,"Exchange, Inc.",,Freight,,,,,,,
China Southern,ZNH,New York Stock,Large Value,Transportation &,Air transport,,,,,,
Airlines Co Ltd,,"Exchange, Inc.",,Freight,,,,,,,
China State,3311,Hong Kong Exchanges,Mid Value,Manufacturing &,Construction,,,,,,
Construction,,And Clearing Ltd,,Production,,,,,,,
International Holdings,,,,,,,,,,,
Ltd,,,,,,,,,,,
China Yuchai,CYD,New York Stock,Small Value,Machinery,Machinery:,,,,,,
International Ltd,,"Exchange, Inc.",,,Engines,,,,,,
CITIC Ltd,267,Hong Kong Exchanges,Large Value,Manufacturing &,Diversified,,,,,,
,,And Clearing Ltd,,Production,manufacturing,,,,,,
,,,,,operations,,,,,,
Delta Air Lines Inc,DAL,New York Stock,Mid Value,Transportation &,Air transport,,,,,,
,,"Exchange, Inc.",,Freight,,,,,,,
Douglas Dynamics Inc,PLOW,New York Stock,Small Growth,Machinery,Machinery:,,,,,,
,,"Exchange, Inc.",,,Construction and,,,,,,
,,,,,handling,,,,,,
easyJet PLC,EZJ,London Stock Exchange,Mid Value,Transportation &,Air transport,,,,,,
,,,,Freight,,,,,,,
eClerx Services Ltd,532927,BSE LTD,Small Value,Commercial,"Back office support,",,,,,,
,,,,Services,HR & consulting,,,,,,
Embraer SA,EMBR3,"B3 S.A. - Brasil, Bolsa,",Mid Blend,Transportation &,Aerospace,,,,,,
,,Balcão,,Freight,,,,,,,
FTI Consulting Inc,FCN,New York Stock,Mid Growth,Commercial,"Back office support,",,,,,,
,,"Exchange, Inc.",,Services,HR & consulting,,,,,,
Guangshen Railway,GSH,New York Stock,Mid Value,Transportation &,Railroads,,,,,,
Co Ltd,,"Exchange, Inc.",,Freight,,,,,,,
Heartland Express Inc,HTLD,Nasdaq,Small Blend,Transportation &,Truckers,,,,,,
,,,,Freight,,,,,,,
JetBlue Airways Corp,JBLU,Nasdaq,Small Blend,Transportation &,Air transport,,,,,,
,,,,Freight,,,,,,,
Kansas City Southern,KSU,New York Stock,Mid Growth,Transportation &,Railroads,,,,,,
,,"Exchange, Inc.",,Freight,,,,,,,
Larsen & Toubro Ltd,500510,BSE LTD,Large Blend,Commercial,Engineering and,,,,,,
,,,,Services,contracting services,,,,,,
Lockheed Martin Corp,LMT,New York Stock,Large Blend,Transportation &,Aerospace,,,,,,
,,"Exchange, Inc.",,Freight,,,,,,,
Navigant Consulting,NCI,New York Stock,Small Blend,Commercial,"Back office support,",,,,,,
Inc,,"Exchange, Inc.",,Services,HR & consulting,,,,,,
PACCAR Inc,PCAR,Nasdaq,Large Blend,Transportation &,Commercial,,,,,,
,,,,Freight,vehicles and parts,,,,,,
Rolls-Royce Holdings,RR.,London Stock Exchange,Mid Value,Transportation &,Aerospace,,,,,,
PLC,,,,Freight,,,,,,,
,,,,,21,,,,,,
2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,,,
,,,EQUITY,RUSSELL ,RUSSELL,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,INDUSTRY,,,,,,
Rumo SA,RAIL3,"B3 S.A. - Brasil, Bolsa,",Large Growth,Transportation &,Transportation,,,,,,
,,Balcão,,Freight,miscellaneous,,,,,,
Shanghai,600009,Shanghai Stock Exchange,Large Growth,Transportation &,Air transport,,,,,,
International Airport,,,,Freight,,,,,,,
Co Ltd,,,,,,,,,,,
SkyWest Inc,SKYW,Nasdaq,Small Value,Transportation &,Air transport,,,,,,
,,,,Freight,,,,,,,
Smiths Group PLC,SMIN,London Stock Exchange,Mid Value,Manufacturing &,Diversified,,,,,,
,,,,Production,manufacturing,,,,,,
,,,,,operations,,,,,,
Snap-on Inc,SNA,New York Stock,Mid Value,Machinery,Machinery: Tools,,,,,,
,,"Exchange, Inc.",,,,,,,,,
Southwest Airlines Co,LUV,New York Stock,Mid Value,Transportation &,Air transport,,,,,,
,,"Exchange, Inc.",,Freight,,,,,,,
Spirit Airlines Inc,SAVE,New York Stock,Small Blend,Transportation &,Air transport,,,,,,
,,"Exchange, Inc.",,Freight,,,,,,,
The Middleby Corp,MIDD,Nasdaq,Mid Blend,Machinery,Machinery:,,,,,,
,,,,,Industrial,,,,,,
Titan International,TWI,New York Stock,Small Value,Machinery,Machinery:,,,,,,
Inc,,"Exchange, Inc.",,,Agricultural,,,,,,
Verisk Analytics Inc,VRSK,Nasdaq,Large Blend,Commercial,"Back office support,",,,,,,
,,,,Services,HR & consulting,,,,,,
Wabash National Corp,WNC,New York Stock,Small Value,Transportation &,Commercial,,,,,,
,,"Exchange, Inc.",,Freight,vehicles and parts,,,,,,
Weg SA,WEGE3,"B3 S.A. - Brasil, Bolsa,",Large Growth,Machinery,Machinery:,,,,,,
,,Balcão,,,Industrial,,,,,,
ZTO Express,ZTO,New York Stock,Not Available,Transportation &,Air transport,,,,,,
(Cayman) Inc,,"Exchange, Inc.",,Freight,,,,,,,
TECHNOLOGY,,,,,,,,,,,
,,,EQUITY,RUSSELL ,,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,RUSSELL INDUSTRY,,,,,,
Adobe Inc,ADBE,Nasdaq,Large Growth,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Alibaba Group Holding,BABA,New York Stock,Large Growth,Information,Computer services,,,,,,
Ltd,,"Exchange, Inc.",,Technology,software and systems,,,,,,
Alphabet Inc,GOOG,Nasdaq,Large Growth,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Apple Inc,AAPL,Nasdaq,Large Blend,Information,Computer technology,,,,,,
,,,,Technology,,,,,,,
22,,,,,,,,,,,
,,2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,
,,,EQUITY,RUSSELL ,,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,RUSSELL INDUSTRY,,,,,,
Arista Networks Inc,ANET,New York Stock,Mid Growth,Information,Computer services,,,,,,
,,"Exchange, Inc.",,Technology,software and systems,,,,,,
Astra Microwave,532493,BSE LTD,Small Blend,Telecommunication,Telecommunications,,,,,,
Products Ltd,,,,,equipment,,,,,,
Baidu Inc,BIDU,Nasdaq,Not Available,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Benefitfocus Inc,BNFT,Nasdaq,Small Growth,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Cognizant Technology,CTSH,Nasdaq,Large Blend,Information,Computer services,,,,,,
Solutions Corp,,,,Technology,software and systems,,,,,,
Constellation Software,CSU,Toronto Stock,Large Growth,Information,Computer services,,,,,,
Inc,,Exchange,,Technology,software and systems,,,,,,
discoverIE Group PLC,DSCV,London Stock Exchange,Small Growth,Electronics,Electronics,,,,,,
DXC Technology Co,DXC,New York Stock,Mid Value,Information,Computer services,,,,,,
,,"Exchange, Inc.",,Technology,software and systems,,,,,,
Enghouse Systems Ltd,ENGH,Toronto Stock,Mid Growth,Information,Computer services,,,,,,
,,Exchange,,Technology,software and systems,,,,,,
Facebook Inc,FB,Nasdaq,Large Growth,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Foxconn Industrial,601138,Shanghai Stock,Large Value,Telecommunication,Telecommunications,,,,,,
Internet Co Ltd,,Exchange,,,equipment,,,,,,
Groupon Inc,GRPN,Nasdaq,Small Value,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Hangzhou Hik-Vision,2415,Shenzhen Stock,Large Blend,Electronics,Electronic,,,,,,
Digital Technology Co,,Exchange,,,components,,,,,,
Ltd,,,,,,,,,,,
HCL Technologies Ltd,532281,BSE LTD,Large Blend,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Hexaware,532129,BSE LTD,Mid Growth,Information,Computer services,,,,,,
Technologies Ltd,,,,Technology,software and systems,,,,,,
Infosys Ltd,500209,BSE LTD,Large Blend,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Just Dial Ltd,535648,BSE LTD,Small Growth,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Manhattan Associates,MANH,Nasdaq,Mid Blend,Information,Computer services,,,,,,
Inc,,,,Technology,software and systems,,,,,,
Meituan Dianping,3690,Hong Kong Exchanges,Not Available,Information,Computer services,,,,,,
,,And Clearing Ltd,,Technology,software and systems,,,,,,
Micro Focus,MCRO,London Stock Exchange,Small Value,Information,Computer services,,,,,,
International PLC,,,,Technology,software and systems,,,,,,
Microsoft Corp,MSFT,Nasdaq,Large Growth,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
MindTree Ltd,532819,BSE LTD,Mid Blend,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
,,,,,23,,,,,,
2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,,,
,,,EQUITY,RUSSELL ,,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,RUSSELL INDUSTRY,,,,,,
NetEase Inc,NTES,Nasdaq,Large Growth,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
NIIT Ltd,500304,BSE LTD,Small Blend,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
NXP Semiconductors,NXPI,Nasdaq,Large Blend,Electronics,Semiconductors and,,,,,,
NV,,,,,components,,,,,,
Oracle Corp,ORCL,New York Stock,Large Value,Information,Computer services,,,,,,
,,"Exchange, Inc.",,Technology,software and systems,,,,,,
Sage Group (The) PLC,SGE,London Stock Exchange,Mid Blend,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Shopify Inc,SHOP,Toronto Stock,Large Growth,Information,Computer services,,,,,,
,,Exchange,,Technology,software and systems,,,,,,
SINA Corp,SINA,Nasdaq,Mid Value,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Slack Technologies Inc,WORK,New York Stock,Not Available,Information,Computer services,,,,,,
,,"Exchange, Inc.",,Technology,software and systems,,,,,,
Sohu.com Ltd,SOHU,Nasdaq,Not Available,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Tata Consultancy,532540,BSE LTD,Large Blend,Information,Computer services,,,,,,
Services Ltd,,,,Technology,software and systems,,,,,,
Tech Mahindra Ltd,532755,BSE LTD,Large Blend,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Tencent Holdings Ltd,700,Hong Kong Exchanges,Large Growth,Information,Computer services,,,,,,
,,And Clearing Ltd,,Technology,software and systems,,,,,,
The9 Ltd,NCTY,Nasdaq,Not Available,Information,Electronic,,,,,,
,,,,Technology,entertainment,,,,,,
Twitter Inc,TWTR,New York Stock,Mid Growth,Information,Computer services,,,,,,
,,"Exchange, Inc.",,Technology,software and systems,,,,,,
UTStarcom Holdings,UTSI,Nasdaq,Small Value,Telecommunication,Telecommunications,,,,,,
Corp,,,,,equipment,,,,,,
Wipro Ltd,507685,BSE LTD,Large Blend,Information,Computer services,,,,,,
,,,,Technology,software and systems,,,,,,
Zynga Inc,ZNGA,Nasdaq,Mid Growth,Information,Electronic,,,,,,
,,,,Technology,entertainment,,,,,,
24,,,,,,,,,,,
,,2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,
UTILITIES,,,,,,,,,,,
,,,EQUITY,RUSSELL ,,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,RUSSELL INDUSTRY,,,,,,
American Electric,AEP,New York Stock,Large Value,Utilities,Utilities: Electrical,,,,,,
Power Co Inc,,"Exchange, Inc.",,,,,,,,,
American Water,AWK,New York Stock,Mid Blend,Utilities,Utilities: Water,,,,,,
Works Co Inc,,"Exchange, Inc.",,,,,,,,,
AT&T Inc,T,New York Stock,Large Value,Utilities,Utilities:,,,,,,
,,"Exchange, Inc.",,,Telecommunications,,,,,,
BCE Inc,BCE,Toronto Stock Exchange,Large Blend,Utilities,Utilities:,,,,,,
,,,,,Telecommunications,,,,,,
Bharti Airtel Ltd,532454,BSE LTD,Large Value,Utilities,Utilities:,,,,,,
,,,,,Telecommunications,,,,,,
BT Group PLC,BT.A,London Stock Exchange,Mid Value,Utilities,Utilities:,,,,,,
,,,,,Telecommunications,,,,,,
Canadian Utilities Ltd,CU,Toronto Stock Exchange,Mid Blend,Utilities,Utilities:,,,,,,
,,,,,Miscellaneous,,,,,,
Centrais Eletricas,ELET3,"B3 S.A. - Brasil, Bolsa,",Large Value,Utilities,Utilities: Electrical,,,,,,
Brasileiras SA,,Balcão,,,,,,,,,
Centrais Eletricas,ELET6,"B3 S.A. - Brasil, Bolsa,",Large Value,Utilities,Utilities: Electrical,,,,,,
Brasileiras SA,,Balcão,,,,,,,,,
China Gas Holdings,384,Hong Kong Exchanges,Large Blend,Utilities,Utilities: Gas,,,,,,
Ltd,,And Clearing Ltd,,,distributors,,,,,,
China Mobile Ltd,941,Hong Kong Exchanges,Large Value,Utilities,Utilities:,,,,,,
,,And Clearing Ltd,,,Telecommunications,,,,,,
China Mobile Ltd,CHL,New York Stock,Large Value,Utilities,Utilities:,,,,,,
,,"Exchange, Inc.",,,Telecommunications,,,,,,
China Telecom Corp,CHA,New York Stock,Large Value,Utilities,Utilities:,,,,,,
Ltd,,"Exchange, Inc.",,,Telecommunications,,,,,,
China Unicom (Hong,CHU,New York Stock,Large Value,Utilities,Utilities:,,,,,,
Kong) Ltd,,"Exchange, Inc.",,,Telecommunications,,,,,,
China Yangtze Power,600900,Shanghai Stock Exchange,Large Value,Utilities,Utilities: Electrical,,,,,,
Co Ltd,,,,,,,,,,,
Companhia De,SBSP3,"B3 S.A. - Brasil, Bolsa,",Large Growth,Utilities,Utilities: Water,,,,,,
Saneamento Basico Do,,Balcão,,,,,,,,,
Estado De Sao Paulo,,,,,,,,,,,
Dominion Energy Inc,D,New York Stock,Large Value,Utilities,Utilities: Electrical,,,,,,
,,"Exchange, Inc.",,,,,,,,,
Energisa SA,ENGI11,"B3 S.A. - Brasil, Bolsa,",Not Available,Utilities,Utilities: Electrical,,,,,,
,,Balcão,,,,,,,,,
Energy Company of,CMIG4,"B3 S.A. - Brasil, Bolsa,",Mid Value,Utilities,Utilities: Electrical,,,,,,
Minas Gerais,,Balcão,,,,,,,,,
,,,,,25,,,,,,
2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,,,
,,,EQUITY,RUSSELL ,,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,RUSSELL INDUSTRY,,,,,,
ENGIE Brasil Energia,EGIE3,"B3 S.A. - Brasil, Bolsa,",Large Blend,Utilities,Utilities: Electrical,,,,,,
SA,,Balcão,,,,,,,,,
Equatorial Energia SA,EQTL3,"B3 S.A. - Brasil, Bolsa,",Large Growth,Utilities,Utilities: Electrical,,,,,,
,,Balcão,,,,,,,,,
FirstEnergy Corp,FE,New York Stock,Mid Value,Utilities,Utilities: Electrical,,,,,,
,,"Exchange, Inc.",,,,,,,,,
GAIL (India) Ltd,532155,BSE LTD,Large Value,Utilities,Utilities: Gas,,,,,,
,,,,,distributors,,,,,,
Gogo Inc,GOGO,Nasdaq,Small Blend,Utilities,Utilities:,,,,,,
,,,,,Telecommunications,,,,,,
GTT Communications,GTT,New York Stock,Small Blend,Utilities,Utilities:,,,,,,
Inc,,"Exchange, Inc.",,,Telecommunications,,,,,,
Gujarat Industries,517300,BSE LTD,Small Value,Utilities,Utilities: Electrical,,,,,,
Power Co Ltd,,,,,,,,,,,
Huaneng Power,HNP,New York Stock,Large Value,Utilities,Utilities: Electrical,,,,,,
International Inc,,"Exchange, Inc.",,,,,,,,,
Mahanagar Telephone,500108,BSE LTD,Small Value,Utilities,Utilities:,,,,,,
Nigam Ltd,,,,,Telecommunications,,,,,,
Middlesex Water Co,MSEX,Nasdaq,Small Blend,Utilities,Utilities: Water,,,,,,
National Fuel Gas Co,NFG,New York Stock,Small Value,Utilities,Utilities: Gas,,,,,,
,,"Exchange, Inc.",,,distributors,,,,,,
NTPC Ltd,532555,BSE LTD,Large Value,Utilities,Utilities: Electrical,,,,,,
PG&E Corp,PCG,New York Stock,Mid Value,Utilities,Utilities: Electrical,,,,,,
,,"Exchange, Inc.",,,,,,,,,
Power Grid Corp Of,532898,BSE LTD,Large Value,Utilities,Utilities: Electrical,,,,,,
India Ltd,,,,,,,,,,,
Sempra Energy,SRE,New York Stock,Large Value,Utilities,Utilities:,,,,,,
,,"Exchange, Inc.",,,Miscellaneous,,,,,,
Severn Trent PLC,SVT,London Stock Exchange,Mid Value,Utilities,Utilities: Water,,,,,,
SJW Group,SJW,New York Stock,Small Blend,Utilities,Utilities: Water,,,,,,
,,"Exchange, Inc.",,,,,,,,,
Southern Co,SO,New York Stock,Large Value,Utilities,Utilities: Electrical,,,,,,
,,"Exchange, Inc.",,,,,,,,,
SSE PLC,SSE,London Stock Exchange,Large Value,Utilities,Utilities: Electrical,,,,,,
Tata Power Co Ltd,500400,BSE LTD,Mid Value,Utilities,Utilities: Electrical,,,,,,
Telefonica Brasil SA,VIVT4,"B3 S.A. - Brasil, Bolsa,",Large Value,Utilities,Utilities:,,,,,,
,,Balcão,,,Telecommunications,,,,,,
The York Water Co,YORW,Nasdaq,Small Blend,Utilities,Utilities: Water,,,,,,
Tim Participacoes SA,TIMP3,"B3 S.A. - Brasil, Bolsa,",Large Growth,Utilities,Utilities:,,,,,,
,,Balcão,,,Telecommunications,,,,,,
UGI Corp,UGI,New York Stock,Mid Value,Utilities,Utilities: Gas,,,,,,
,,"Exchange, Inc.",,,distributors,,,,,,
26,,,,,,,,,,,
,,2020-2021 Wharton Global High School Investment Competition Approved Stock List,,,,,,,,,
,,,EQUITY,RUSSELL ,,,,,,,
COMPANY NAME,TICKER,EXCHANGE,STYLE,SUB-SECTOR,RUSSELL INDUSTRY,,,,,,
United Utilities Group,UU.,London Stock Exchange,Mid Value,Utilities,Utilities: Water,,,,,,
PLC,,,,,,,,,,,
Verizon,VZ,New York Stock,Large Value,Utilities,Utilities:,,,,,,
Communications Inc,,"Exchange, Inc.",,,Telecommunications,,,,,,
Vodafone Group PLC,VOD,London Stock Exchange,Large Value,Utilities,Utilities:,,,,,,
,,,,,Telecommunications,,,,,,
Vodafone Group PLC,VOD,Nasdaq,Large Value,Utilities,Utilities:,,,,,,
,,,,,Telecommunications,,,,,,
"*After the market closed on September 18, 2020, the Industry Classification Benchmark became the official sector classification for Russell indexes, replacing",,,,,,,,,,,
"Russell Global Sectors (RGS), which we use to categorize sectors and industries on the Approved Stock List for the Wharton Global High School Investment",,,,,,,,,,,
Competition. The Industry Classification Benchmark or ICB is a standard that is used globally to categorize and compare companies by industry and sector. The,,,,,,,,,,,
"move from RGS to ICB will initially be applied to U.S. indexes, and international indexes will make the conversion in the first quarter of 2021. In the meantime,",,,,,,,,,,,
"Russell is working with third-party data providers (like Morningstar Direct, where we source our stock market data for this competition) to assist with the",,,,,,,,,,,
conversion from RGS to ICB. It may take some time before the new classification system is applied.,,,,,,,,,,,
Teams competing in the Wharton Global High School Investment Competition can proceed with using the Approved Stock List reflecting the previous Russell,,,,,,,,,,,
"Global Sectors classification system. We will continue using RGS for the duration of the competition, which includes nine sectors: Consumer Discretionary,",,,,,,,,,,,
"Consumer Staples, Energy, Financial Services, Healthcare, Materials & Processing, Producer Durables, Technology and Utilities.",,,,,,,,,,,
,,,,,27,,,,,,
